,Country,Universities Names,University Place
877, USA,"University of North Texas, Denton","Texas, USA"
878, USA,"Northern Arizona University, Flagstaff","Arizona, USA"
879, USA,"University of Missouri, Kansas City","Missouri, USA"
880, USA,"Kent State University, Kent","Ohio, USA"
881, USA,"University of Rhode Island, Kingston","Rhode Island, USA"
882, USA,"University of Wyoming, Laramie","Wyoming, USA"
883, USA,"Utah State University, Logan","Utah, USA"
884, USA,"University of Wisconsin, Milwaukee","Wisconsin, USA"
885, USA,"University of Idaho, Moscow","Idaho, USA"
886, USA,"University of Mississippi, University","Mississippi, USA"
887, USA,"Brigham Young University, Provo","Utah, USA"
888, USA,"Rochester Institute of Technology, Rochester","New York, USA"
889, USA,"University of Texas, San Antonio","Texas, USA"
890, USA,"San Diego State University, San Diego","California, USA"
891, USA,"University of San Francisco, San Francisco","California, USA"
892, USA,"University of Toledo, Toledo","Ohio, USA"
893, USA,"Baylor University, Waco","Texas, USA"
894, USA,"Howard University, Washington","District Of Columbia, USA"
895, USA,"Florida Atlantic University, Boca Raton","Florida, USA"
896, USA,"Cleveland State University, Cleveland","Ohio, USA"
897, USA,"University of Central Oklahoma, Edmond","Oklahoma, USA"
898, USA,"Nova Southeastern University, Fort Lauderdale","Florida, USA"
899, USA,"University of North Carolina, Greensboro","North Carolina, USA"
900, USA,"Pacific University, Forest Grove","Oregon, USA"
901, USA,"University of Memphis, Memphis","Tennessee, USA"
902, USA,"Miami University, Oxford","Ohio, USA"
903, USA,"Marquette University, Milwaukee","Wisconsin, USA"
904, USA,"University of Montana, Missoula","Montana, USA"
905, USA,"University of South Alabama, Mobile","Alabama, USA"
906, USA,"The City College of New York, New York City","New York, USA"
907, USA,"Portland State University, Portland","Oregon, USA"
908, USA,"University of San Diego, San Diego","California, USA"
909, USA,"San Francisco State University, San Francisco","California, USA"
910, USA,"Seattle University, Seattle","Washington, USA"
911, USA,"University of Missouri, St. Louis","Missouri, USA"
912, USA,"Humboldt State University, Arcata","California, USA"
913, USA,"Western Washington University, Bellingham","Washington, USA"
914, USA,"California State University, Los Angeles","California, USA"
915, USA,"Illinois State University, Normal","Illinois, USA"
916, USA,"Santa Clara University, Santa Clara","California, USA"
917, USA,"Villanova University, Villanova","Pennsylvania, USA"
918, USA,"Pepperdine University, Malibu","California, USA"
919, USA,"Loyola Marymount University, Los Angeles","California, USA"
920, USA,"Gonzaga University, Spokane","Washington, USA"
921, USA,"Texas Christian University, Fort Worth","Texas, USA"
922, USA,"California State University, Long Beach","California, USA"
923, USA,"Fairfield University, Fairfield","Connecticut, USA"
924, USA,"James Madison University, Harrisonburg","Virginia, USA"
925, USA,"Creighton University, Omaha","Nebraska, USA"
926, USA,"University of Dayton, Dayton","Ohio, USA"
927, USA,"California State University, Fullerton","California, USA"
928, USA,"Chapman University, Orange","California, USA"
929, USA,"Thomas Jefferson University, Philadelphia","Pennsylvania, USA"
930, USA,"Simmons University, Boston","Massachusetts, USA"
931, USA,"DePaul University, Chicago","Illinois, USA"
932, USA,"Duquesne University, Pittsburgh","Pennsylvania, USA"
933, USA,"Seton Hall University, South Orange","New Jersey, USA"
934, USA,"Stockton University, Galloway","New Jersey, USA"
935, USA,"UMass Lowell, Lowell","Massachusetts, USA"
936, USA,"Montclair State University, Montclair","New Jersey, USA"
937, USA,"St. John's University, Jamaica","New York, USA"
938, USA,"Quinnipiac University, Hamden","Connecticut, USA"
939, USA,"University of La Verne, La Verne","California, USA"
940, USA,"Mercer University, Macon","Georgia, USA"
941, USA,"California State University, San Bernardino","California, USA"
942, USA,"Drake University, Des Moines","Iowa, USA"
943, USA,"Samford University, Birmingham","Alabama, USA"
944, USA,"University of Detroit Mercy, Detroit","Michigan, USA"
945, USA,"California State University, Fresno","California, USA"
946, USA,"Hofstra University, Hempstead","New York, USA"
947, USA,"Bradley University, Peoria","Illinois, USA"
948, USA,"East Carolina University, Greenville","North Carolina, USA"
949, USA,"University of Louisville, Louisville","Kentucky, USA"
950, USA,"University of Nevada, Reno","Nevada, USA"
951, USA,"Robert Morris University - Illinois, Chicago","Illinois, USA"
952, USA,"Xavier University, Cincinnati","Ohio, USA"
953, USA,"La Salle University, Philadelphia","Pennsylvania, USA"
954, USA,"Valparaiso University, Valparaiso","Indiana, USA"
955, USA,"University of North Carolina, Wilmington","North Carolina, USA"
956, USA,"Sacred Heart University, Fairfield","Connecticut, USA"
957, USA,"University of Massachusetts, North Dartmouth","Massachusetts, USA"
958, USA,"Chatham University, Pittsburgh","Pennsylvania, USA"
959, USA,"West Chester University, West Chester","Pennsylvania, USA"
960, USA,"Ball State University, Muncie","Indiana, USA"
961, USA,"Springfield College, Springfield","Massachusetts, USA"
962, USA,"Widener University, Chester","Pennsylvania, USA"
963, USA,"Western Carolina University, Cullowhee","North Carolina, USA"
964, USA,"University of Alabama, Huntsville","Alabama, USA"
965, USA,"Grand Valley State University, Allendale","Michigan, USA"
966, USA,"Azusa Pacific University, Azusa","California, USA"
967, USA,"University of North Dakota, Grand Forks","North Dakota, USA"
968, USA,"University of North Florida, Jacksonville","Florida, USA"
969, USA,"Biola University, La Mirada","California, USA"
970, USA,"Belmont University, Nashville","Tennessee, USA"
971, USA,"Lipscomb University, Nashville","Tennessee, USA"
972, USA,"Bethel University, Saint Paul","Minnesota, USA"
973, USA,"Western New England University, Springfield","Massachusetts, USA"
974, USA,"Gallaudet University, Washington","District Of Columbia, USA"
975, USA,"Suffolk University, Boston","Massachusetts, USA"
976, USA,"Tennessee Technological University, Cookeville","Tennessee, USA"
977, USA,"North Dakota State University, Fargo","North Dakota, USA"
978, USA,"Sam Houston State University, Huntsville","Texas, USA"
979, USA,"University of Wisconsin, La Crosse","Wisconsin, USA"
980, USA,"Pace University, New York City","New York, USA"
981, USA,"University of Maine, Orono","Maine, USA"
982, USA,"Maryville University, St. Louis","Missouri, USA"
983, USA,"Regis University, Denver","Colorado, USA"
984, USA,"Gannon University, Erie","Pennsylvania, USA"
985, USA,"Loyola University, New Orleans","Louisiana, USA"
986, USA,"Winston Salem State University, Winston-Salem","North Carolina, USA"
987, USA,"Lincoln Memorial University, Harrogate","Tennessee, USA"
988, USA,"Florida Institute of Technology, Melbourne","Florida, USA"
989, USA,"Seattle Pacific University, Seattle","Washington, USA"
990, USA,"Wilkes University, Wilkes-Barre","Pennsylvania, USA"
991, USA,"Southern Illinois University, Carbondale","Illinois, USA"
992, USA,"North Carolina Agricultural & Technical State University, Greensboro","North Carolina, USA"
993, USA,"Hampton University, Hampton","Virginia, USA"
994, USA,"California State University - East Bay, Hayward","California, USA"
995, USA,"University of St Francis, Joliet","Illinois, USA"
996, USA,"Bellarmine University, Louisville","Kentucky, USA"
997, USA,"Old Dominion University, Norfolk","Virginia, USA"
998, USA,"Oklahoma City University, Oklahoma City","Oklahoma, USA"
999, USA,"South Dakota State University, Brookings","South Dakota, USA"
1000, USA,"University of Incarnate Word, San Antonio","Texas, USA"
1001, USA,"Saint Mary's University of Minnesota, Winona","Minnesota, USA"
1002, USA,"Aurora University, Aurora","Illinois, USA"
1003, USA,"Ferris State University, Big Rapids","Michigan, USA"
1004, USA,"Florida Gulf Coast University, Fort Myers","Florida, USA"
1005, USA,"University of Hartford, West Hartford","Connecticut, USA"
1006, USA,"University of Houston - Clear Lake, Houston","Texas, USA"
1007, USA,"University of Indianapolis, Indianapolis","Indiana, USA"
1008, USA,"Concordia University - Wisconsin, Mequon","Wisconsin, USA"
1009, USA,"Middle Tennessee State University, Murfreesboro","Tennessee, USA"
1010, USA,"University of Nebraska Omaha, Omaha","Nebraska, USA"
1011, USA,"Radford University, Radford","Virginia, USA"
1012, USA,"Louisiana Tech University, Ruston","Louisiana, USA"
1013, USA,"Harding University, Searcy","Arkansas, USA"
1014, USA,"Abilene Christian University, Abilene","Texas, USA"
1015, USA,"Marymount University, Arlington","Virginia, USA"
1016, USA,"Andrews University, Berrien Springs","Michigan, USA"
1017, USA,"Campbell University, Buies Creek","North Carolina, USA"
1018, USA,"Saint Ambrose University, Davenport","Iowa, USA"
1019, USA,"Indiana University of Pennsylvania, Indiana","Pennsylvania, USA"
1020, USA,"East Tennessee State University, Johnson City","Tennessee, USA"
1021, USA,"Kean University, Union","New Jersey, USA"
1022, USA,"Southern Illinois University, Edwardsville","Illinois, USA"
1023, USA,"Augusta University, Augusta","Georgia, USA"
1024, USA,"Boise State University, Boise","Idaho, USA"
1025, USA,"Texas Woman's University, Denton","Texas, USA"
1026, USA,"University of Findlay, Findlay","Ohio, USA"
1027, USA,"Marshall University, Huntington","West Virginia, USA"
1028, USA,"Wichita State University, Wichita","Kansas, USA"
1029, USA,"Lesley University, Cambridge","Massachusetts, USA"
1030, USA,"Missouri State University, Springfield","Missouri, USA"
1031, USA,"Baker University, Baldwin City","Kansas, USA"
1032, USA,"Concordia University, Irvine","California, USA"
1033, USA,"University of Louisiana, Lafayette","Louisiana, USA"
1034, USA,"University of Northern Colorado, Greeley","Colorado, USA"
1035, USA,"University of Southern Mississippi, Hattiesburg","Mississippi, USA"
1036, USA,"Texas A&M University, Kingsville","Texas, USA"
1037, USA,"Walsh University, North Canton","Ohio, USA"
1038, USA,"Point Park University, Pittsburgh","Pennsylvania, USA"
1039, USA,"Eastern Kentucky University, Richmond","Kentucky, USA"
1040, USA,"Georgia Southern University, Savannah","Georgia, USA"
1041, USA,"University of Akron, Akron","Ohio, USA"
1042, USA,"Clark Atlanta University, Atlanta","Georgia, USA"
1043, USA,"Husson University, Bangor","Maine, USA"
1044, USA,"Western Kentucky University, Bowling Green","Kentucky, USA"
1045, USA,"Arkansas State University, Jonesboro","Arkansas, USA"
1046, USA,"University of Texas, Tyler","Texas, USA"
1047, USA,"Long Island University, Brooklyn","New York, USA"
1048, USA,"Mississippi College, Clinton","Mississippi, USA"
1049, USA,"Texas A&M University, Commerce","Texas, USA"
1050, USA,"University of Louisiana, Monroe","Louisiana, USA"
1051, USA,"University of Maryland - Eastern Shore, Princess Anne","Maryland, USA"
1052, USA,"Dominican University, San Rafael","California, USA"
1053, USA,"Regent University, Virginia Beach","Virginia, USA"
1054, USA,"Dallas Baptist University, Dallas","Texas, USA"
1055, USA,"Tarleton State University, Stephenville","Texas, USA"
1056, USA,"Wingate University, Wingate","North Carolina, USA"
1057, USA,"Eastern Michigan University, Ypsilanti","Michigan, USA"
1058, USA,"University of West Georgia, Carrollton","Georgia, USA"
1059, USA,"Northern Kentucky University, Highland Heights","Kentucky, USA"
1060, USA,"Palm Beach Atlantic University, West Palm Beach","Florida, USA"
1061, USA,"University of Bridgeport, Bridgeport","Connecticut, USA"
1062, USA,"Roosevelt University, Chicago","Illinois, USA"
1063, USA,"University of Michigan, Flint","Michigan, USA"
1064, USA,"University of Arkansas, Little Rock","Arkansas, USA"
1065, USA,"Saint Leo University, Saint Leo","Florida, USA"
1066, USA,"Alabama State University, Montgomery","Alabama, USA"
1067, USA,"Lamar University, Beaumont","Texas, USA"
1068, USA,"University of Mary Hardin Baylor, Belton","Texas, USA"
1069, USA,"University of Charleston, Charleston","West Virginia, USA"
1070, USA,"Colorado Technical University, Colorado Springs","Colorado, USA"
1071, USA,"University of Colorado, Colorado Springs","Colorado, USA"
1072, USA,"University of Central Arkansas, Conway","Arkansas, USA"
1073, USA,"Texas A&M University, Corpus Christi","Texas, USA"
1074, USA,"Wright State University, Dayton","Ohio, USA"
1075, USA,"Trinity International University, Deerfield","Illinois, USA"
1076, USA,"Texas Wesleyan University, Fort Worth","Texas, USA"
1077, USA,"Texas Southern University, Houston","Texas, USA"
1078, USA,"Purdue University Global, Indianapolis","Indiana, USA"
1079, USA,"Jackson State University, Jackson","Mississippi, USA"
1080, USA,"Kennesaw State University, Kennesaw","Georgia, USA"
1081, USA,"Southeastern University - Florida, Lakeland","Florida, USA"
1082, USA,"Liberty University, Lynchburg","Virginia, USA"
1083, USA,"Barry University, Miami Shores","Florida, USA"
1084, USA,"Tennessee State University, Nashville","Tennessee, USA"
1085, USA,"Wilmington University, New Castle","Delaware, USA"
1086, USA,"University of New Orleans, New Orleans","Louisiana, USA"
1087, USA,"Grand Canyon University, Phoenix","Arizona, USA"
1088, USA,"Idaho State University, Pocatello","Idaho, USA"
1089, USA,"Prairie View A&M University, Prairie View","Texas, USA"
1090, USA,"American International College, Springfield","Massachusetts, USA"
1091, USA,"Valdosta State University, Valdosta","Georgia, USA"
1092, USA,"University of California, San Francisco","California, USA"
1093, USA,"Rockefeller University, New York City","New York, USA"
1094, USA,"University of Texas M. D. Anderson Cancer Center, Houston","Texas, USA"
1095, USA,"Icahn School of Medicine at Mount Sinai, New York City","New York, USA"
1096, USA,"Baylor College of Medicine, Houston","Texas, USA"
1097, USA,"University of Texas Health Science Center, Houston","Texas, USA"
1098, USA,"The Medical University of South Carolina, Charleston","South Carolina, USA"
1099, USA,"The Graduate Center City University of New York, New York City","New York, USA"
1100, USA,"University of Texas Health Science Center, San Antonio","Texas, USA"
1101, USA,"Rush University, Chicago","Illinois, USA"
1102, USA,"SUNY Downstate Medical Center, Brooklyn","New York, USA"
1103, USA,"Medical College of Wisconsin, Milwaukee","Wisconsin, USA"
1104, USA,"University of Nebraska Medical Center, Omaha","Nebraska, USA"
1105, USA,"Amherst College, Amherst","Massachusetts, USA"
1106, USA,"University of Maryland, Baltimore","Maryland, USA"
1107, USA,"University of South Florida, St. Petersburg","Florida, USA"
1108, USA,"Haverford College, Haverford","Pennsylvania, USA"
1109, USA,"University of Oklahoma Health Sciences Center, Oklahoma City","Oklahoma, USA"
1110, USA,"Claremont McKenna College, Claremont","California, USA"
1111, USA,"Bucknell University, Lewisburg","Pennsylvania, USA"
1112, USA,"Colgate University, Hamilton","New York, USA"
1113, USA,"Pomona College, Claremont","California, USA"
1114, USA,"Hunter College, New York City","New York, USA"
1115, USA,"Babson College, Wellesley","Massachusetts, USA"
1116, USA,"Manhattan College, Riverdale","New York, USA"
1117, USA,"Smith College, Northampton","Massachusetts, USA"
1118, USA,"University of Puerto Rico, Mayaguez","Puerto Rico, USA"
1119, USA,"College of Holy Cross, Worcester","Massachusetts, USA"
1120, USA,"Loma Linda University, Loma Linda","California, USA"
1121, USA,"New York Medical College, Valhalla","New York, USA"
1122, USA,"Bowdoin College, Brunswick","Maine, USA"
1123, USA,"California Polytechnic State University, San Luis Obispo","California, USA"
1124, USA,"Albany Medical College, Albany","New York, USA"
1125, USA,"California State University, Northridge","California, USA"
1126, USA,"San Jose State University, San Jose","California, USA"
1127, USA,"Carleton College, Northfield","Minnesota, USA"
1128, USA,"Grinnell College, Grinnell","Iowa, USA"
1129, USA,"Williams College, Williamstown","Massachusetts, USA"
1130, USA,"College of Business, California State University - Long Beach, Long Beach","California, USA"
1131, USA,"University of Minnesota- Duluth, Duluth","Minnesota, USA"
1132, USA,"Baruch College, New York City","New York, USA"
1133, USA,"Queens College, Queens","New York, USA"
1134, USA,"Trinity University, San Antonio","Texas, USA"
1135, USA,"Ohio Wesleyan University, Delaware","Ohio, USA"
1136, USA,"Claremont Graduate University, Claremont","California, USA"
1137, USA,"Brooklyn College, Brooklyn","New York, USA"
1138, USA,"Naval Postgraduate School, Monterey","California, USA"
1139, USA,"Appalachian State University, Boone","North Carolina, USA"
1140, USA,"South Dakota School of Mines & Technology, Rapid City","South Dakota, USA"
1141, USA,"Washington and Lee University, Lexington","Virginia, USA"
1142, USA,"California State University, Sacramento","California, USA"
1143, USA,"Hamilton College, Clinton","New York, USA"
1144, USA,"Towson University, Towson","Maryland, USA"
1145, USA,"Wellesley College, Wellesley","Massachusetts, USA"
1146, USA,"Embry-Riddle Aeronautical University, Daytona Beach","Florida, USA"
1147, USA,"University of Alaska, Anchorage","Alaska, USA"
1148, USA,"Drew University, Madison","New Jersey, USA"
1149, USA,"Kettering University, Flint","Michigan, USA"
1150, USA,"College of Staten Island, Staten Island","New York, USA"
1151, USA,"University of Richmond, Richmond","Virginia, USA"
1152, USA,"Reed College, Portland","Oregon, USA"
1153, USA,"Sonoma State University, Rohnert Park","California, USA"
1154, USA,"Harvey Mudd College, Claremont","California, USA"
1155, USA,"Middlebury College, Middlebury","Vermont, USA"
1156, USA,"Bates College, Lewiston","Maine, USA"
1157, USA,"Davidson College, Davidson","North Carolina, USA"
1158, USA,"Barnard College, New York City","New York, USA"
1159, USA,"Pitzer College, Claremont","California, USA"
1160, USA,"Lafayette College, Easton","Massachusetts, USA"
1161, USA,"Vassar College, Poughkeepsie","New York, USA"
1162, USA,"Kenyon College, Gambier","Ohio, USA"
1163, USA,"Colby College, Waterville","Maine, USA"
1164, USA,"Macalester College, Saint Paul","Minnesota, USA"
1165, USA,"Whitman College, Walla Walla","Washington, USA"
1166, USA,"Colorado College, Colorado Springs","Colorado, USA"
1167, USA,"Skidmore College, Saratoga Springs","New York, USA"
1168, USA,"Occidental College, Los Angeles","California, USA"
1169, USA,"Union College, Schenectady","New York, USA"
1170, USA,"Bentley University, Waltham","Massachusetts, USA"
1171, USA,"Rose-Hulman Institute of Technology, Terre Haute","Indiana, USA"
1172, USA,"Bryn Mawr College, Bryn Mawr","Pennsylvania, USA"
1173, USA,"Rhode Island School of Design, Providence","Rhode Island, USA"
1174, USA,"Dickinson College, Carlisle","Pennsylvania, USA"
1175, USA,"Furman University, Greenville","South Carolina, USA"
1176, USA,"Connecticut College, New London","Connecticut, USA"
1177, USA,"DePauw University, Greencastle","Indiana, USA"
1178, USA,"Mount Holyoke College, South Hadley","Massachusetts, USA"
1179, USA,"Gettysburg College, Gettysburg","Pennsylvania, USA"
1180, USA,"The College of New Jersey, Ewing Township","New Jersey, USA"
1181, USA,"Rhodes College, Memphis","Tennessee, USA"
1182, USA,"Denison University, Granville","Ohio, USA"
1183, USA,"Sarah Lawrence College, Bronxville","New York, USA"
1184, USA,"St. Lawrence University, Canton","New York, USA"
1185, USA,"Manhattan School of Music, New York City","New York, USA"
1186, USA,"Kalamazoo College, Kalamazoo","Michigan, USA"
1187, USA,"Providence College, Providence","Rhode Island, USA"
1188, USA,"Loyola University Maryland, Baltimore","Maryland, USA"
1189, USA,"Muhlenberg College, Allentown","Pennsylvania, USA"
1190, USA,"Lewis and Clark College, Portland","Oregon, USA"
1191, USA,"Marist College, Poughkeepsie","New York, USA"
1192, USA,"Lawrence University, Appleton","Wisconsin, USA"
1193, USA,"Hillsdale College, Hillsdale","Michigan, USA"
1194, USA,"University of St. Thomas, Saint Paul","Minnesota, USA"
1195, USA,"Bryant University, Smithfield","Rhode Island, USA"
1196, USA,"University of Mary Washington, Fredericksburg","Virginia, USA"
1197, USA,"Centre College, Danville","Kentucky, USA"
1198, USA,"Willamette University, Salem","Oregon, USA"
1199, USA,"Butler University, Indianapolis","Indiana, USA"
1200, USA,"University of Washington, Bothell","Washington, USA"
1201, USA,"Emerson College, Boston","Massachusetts, USA"
1202, USA,"Taylor University, Upland","Indiana, USA"
1203, USA,"Bard College, Annandale-On-Hudson","New York, USA"
1204, USA,"Truman State University, Kirksville","Missouri, USA"
1205, USA,"Illinois Wesleyan University, Bloomington","Illinois, USA"
1206, USA,"State University of New York at Geneseo, Geneseo","New York, USA"
1207, USA,"Cedarville University, Cedarville","Ohio, USA"
1208, USA,"University of Pacific, Stockton","California, USA"
1209, USA,"Rollins College, Winter Park","Florida, USA"
1210, USA,"Ithaca College, Ithaca","New York, USA"
1211, USA,"Hope College, Holland","Michigan, USA"
1212, USA,"The College of Wooster, Wooster","Ohio, USA"
1213, USA,"University of Scranton, Scranton","Pennsylvania, USA"
1214, USA,"California Lutheran University, Thousand Oaks","California, USA"
1215, USA,"Beloit College, Beloit","Wisconsin, USA"
1216, USA,"Rockhurst University, Kansas City","Missouri, USA"
1217, USA,"Point Loma Nazarene University, San Diego","California, USA"
1218, USA,"Calvin College, Grand Rapids","Michigan, USA"
1219, USA,"Christopher Newport University, Newport News","Virginia, USA"
1220, USA,"Juniata College, Huntingdon","Pennsylvania, USA"
1221, USA,"California State Polytechnic University, Pomona","California, USA"
1222, USA,"University of Redlands, Redlands","California, USA"
1223, USA,"University of Dallas, Irving","Texas, USA"
1224, USA,"Washington College, Chestertown","Maryland, USA"
1225, USA,"Massachusetts Maritime Academy, Buzzards Bay","Massachusetts, USA"
1226, USA,"Siena College, Loudonville","New York, USA"
1227, USA,"John Carroll University, University Heights","Ohio, USA"
1228, USA,"Messiah University, Mechanicsburg","Pennsylvania, USA"
1229, USA,"Ohio Northern University, Ada","Ohio, USA"
1230, USA,"Southwestern University, Georgetown","Texas, USA"
1231, USA,"University of Evansville, Evansville","Indiana, USA"
1232, USA,"Earlham College, Richmond","Indiana, USA"
1233, USA,"Milwaukee School of Engineering, Milwaukee","Wisconsin, USA"
1234, USA,"Pacific Lutheran University, Tacoma","Washington, USA"
1235, USA,"Pratt Institute, Brooklyn","New York, USA"
1236, USA,"Knox College, Galesburg","Illinois, USA"
1237, USA,"SUNY Maritime College, Bronx","New York, USA"
1238, USA,"California State University, Chico","California, USA"
1239, USA,"Wagner College, Staten Island","New York, USA"
1240, USA,"Ramapo College of New Jersey, Mahwah","New Jersey, USA"
1241, USA,"Westminster College Salt Lake City, Salt Lake City","Utah, USA"
1242, USA,"Mills College, Oakland","California, USA"
1243, USA,"Austin College, Sherman","Texas, USA"
1244, USA,"Allegheny College, Meadville","Pennsylvania, USA"
1245, USA,"State University of New York at New Paltz, New Paltz","New York, USA"
1246, USA,"Wentworth Institute of Technology, Boston","Massachusetts, USA"
1247, USA,"Millsaps College, Jackson","Mississippi, USA"
1248, USA,"John Brown University, Siloam Springs","Arkansas, USA"
1249, USA,"Salisbury University, Salisbury","Maryland, USA"
1250, USA,"Concordia College, Moorhead","Minnesota, USA"
1251, USA,"University of Wisconsin, Eau Claire","Wisconsin, USA"
1252, USA,"Hanover College, Hanover","Indiana, USA"
1253, USA,"Hampshire College, Amherst","Massachusetts, USA"
1254, USA,"University of Minnesota, Morris","Minnesota, USA"
1255, USA,"Roger Williams University, Bristol","Rhode Island, USA"
1256, USA,"Lebanon Valley College, Annville","Pennsylvania, USA"
1257, USA,"Assumption College, Worcester","Massachusetts, USA"
1258, USA,"Merrimack College, North Andover","Massachusetts, USA"
1259, USA,"Saint Edward's University, Austin","Texas, USA"
1260, USA,"Augustana College, Rock Island","Illinois, USA"
1261, USA,"Iona College, New Rochelle","New York, USA"
1262, USA,"Berry College, Mount Berry","Georgia, USA"
1263, USA,"Elizabethtown College, Elizabethtown","Pennsylvania, USA"
1264, USA,"Augustana University, Sioux Falls","South Dakota, USA"
1265, USA,"California Institute of the Arts, Valencia","California, USA"
1266, USA,"Linfield College, McMinnville","Oregon, USA"
1267, USA,"University of Northern Iowa, Cedar Falls","Iowa, USA"
1268, USA,"Brigham Young University - Idaho, Rexburg","Idaho, USA"
1269, USA,"Lake Forest College, Lake Forest","Illinois, USA"
1270, USA,"Albion College, Albion","Michigan, USA"
1271, USA,"High Point University, High Point","North Carolina, USA"
1272, USA,"Whittier College, Whittier","California, USA"
1273, USA,"University of Tampa, Tampa","Florida, USA"
1274, USA,"California State University - Stanislaus, Turlock","California, USA"
1275, USA,"Cornell College, Mount Vernon","Iowa, USA"
1276, USA,"Washington and Jefferson College, Washington","Pennsylvania, USA"
1277, USA,"Stetson University, DeLand","Florida, USA"
1278, USA,"Moravian College, Bethlehem","Pennsylvania, USA"
1279, USA,"Susquehanna University, Selinsgrove","Pennsylvania, USA"
1280, USA,"Hamline University, Saint Paul","Minnesota, USA"
1281, USA,"Berea College, Berea","Kentucky, USA"
1282, USA,"Saint Vincent College, Latrobe","Pennsylvania, USA"
1283, USA,"Spelman College, Atlanta","Georgia, USA"
1284, USA,"Wittenberg University, Springfield","Massachusetts, USA"
1285, USA,"Coe College, Cedar Rapids","Iowa, USA"
1286, USA,"Rider University, Lawrenceville","New Jersey, USA"
1287, USA,"Elmhurst College, Elmhurst","Illinois, USA"
1288, USA,"Lehman College, Bronx","New York, USA"
1289, USA,"University of North Carolina, Asheville","North Carolina, USA"
1290, USA,"Ashland University, Ashland","Ohio, USA"
1291, USA,"Lawrence Technological University, Southfield","Michigan, USA"
1292, USA,"University of North Georgia, Dahlonega","Georgia, USA"
1293, USA,"Webster University, Webster Groves","Missouri, USA"
1294, USA,"Christian Brothers University, Memphis","Tennessee, USA"
1295, USA,"Carroll University, Waukesha","Wisconsin, USA"
1296, USA,"Lynn University, Boca Raton","Florida, USA"
1297, USA,"Baldwin Wallace University, Berea","Ohio, USA"
1298, USA,"Otterbein University, Westerville","Ohio, USA"
1299, USA,"Queens University of Charlotte, Charlotte","North Carolina, USA"
1300, USA,"Minnesota State University Mankato, Mankato","Minnesota, USA"
1301, USA,"Ripon College, Ripon","Wisconsin, USA"
1302, USA,"St. Mary's University, San Antonio","Texas, USA"
1303, USA,"Illinois College, Jacksonville","Illinois, USA"
1304, USA,"Central Washington University, Ellensburg","Washington, USA"
1305, USA,"Hood College, Frederick","Maryland, USA"
1306, USA,"Fairleigh Dickinson University, Teaneck","New Jersey, USA"
1307, USA,"Benedictine University, Lisle","Illinois, USA"
1308, USA,"Hastings College, Hastings","Nebraska, USA"
1309, USA,"Bloomsburg University of Pennsylvania, Bloomsburg","Pennsylvania, USA"
1310, USA,"Oral Roberts University, Tulsa","Oklahoma, USA"
1311, USA,"Montana Tech, Butte","Montana, USA"
1312, USA,"Alfred University, Alfred","New York, USA"
1313, USA,"Alma College, Alma","Michigan, USA"
1314, USA,"Saint Cloud State University, St. Cloud","Minnesota, USA"
1315, USA,"Capital University, Columbus","Ohio, USA"
1316, USA,"Oglethorpe University, Atlanta","Georgia, USA"
1317, USA,"University of Mount Union, Alliance","Ohio, USA"
1318, USA,"Weber State University, Ogden","Utah, USA"
1319, USA,"Sweet Briar College, Sweet Briar","Virginia, USA"
1320, USA,"Southeastern Louisiana University, Hammond","Louisiana, USA"
1321, USA,"Murray State University, Murray","Kentucky, USA"
1322, USA,"Anderson University - Indiana, Anderson","Indiana, USA"
1323, USA,"University of West Florida, Pensacola","Florida, USA"
1324, USA,"St Francis College, Brooklyn","New York, USA"
1325, USA,"Elmira College, Elmira","New York, USA"
1326, USA,"Western Illinois University, Macomb","Illinois, USA"
1327, USA,"Fisk University, Nashville","Tennessee, USA"
1328, USA,"Morehouse College, Atlanta","Georgia, USA"
1329, USA,"Savannah College of Art and Design, Savannah","Georgia, USA"
1330, USA,"Northern State University, Aberdeen","South Dakota, USA"
1331, USA,"University of South Carolina, Aiken","South Carolina, USA"
1332, USA,"The College of Saint Rose, Albany","New York, USA"
1333, USA,"State University of New York Polytechnic Institute, Albany","New York, USA"
1334, USA,"Alfred State College, Alfred","New York, USA"
1335, USA,"Alcorn State University, Alcorn","Mississippi, USA"
1336, USA,"California Institute of Advanced Management, Alhambra","California, USA"
1337, USA,"Alliant International University, San Diego","California, USA"
1338, USA,"Soka University of America, Aliso Viejo","California, USA"
1339, USA,"California University of Management and Sciences, Anaheim","California, USA"
1340, USA,"Alaska Pacific University, Anchorage","Alaska, USA"
1341, USA,"Anderson University - South Carolina, Anderson","South Carolina, USA"
1342, USA,"Angelo State University, San Angelo","Texas, USA"
1343, USA,"Trine University, Angola","Indiana, USA"
1344, USA,"Henderson State University, Arkadelphia","Arkansas, USA"
1345, USA,"Southern Oregon University, Ashland","Oregon, USA"
1346, USA,"Concord University, Athens","West Virginia, USA"
1347, USA,"University of Georgia College of Engineering, Athens","Georgia, USA"
1348, USA,"Tennessee Wesleyan University, Athens","Tennessee, USA"
1349, USA,"Morehouse School of Medicine, Atlanta","Georgia, USA"
1350, USA,"Webber International University, Babson Park","Florida, USA"
1351, USA,"California State University, Bakersfield","California, USA"
1352, USA,"Bellevue University, Bellevue","Nebraska, USA"
1353, USA,"Bellevue College, Bellevue","Washington, USA"
1354, USA,"Bemidji State University, Bemidji","Minnesota, USA"
