,Country,Universities Names,University Place,Tuition Fees
645, UK,"University of Gloucestershire, Cheltenham","England, UK",₹14.83L/Yr
646, UK,"Falmouth University, Falmouth","England, UK",₹19.44L/Yr
647, UK,"York St John University, York","England, UK",₹13.48L/Yr
648, UK,"Buckinghamshire New University, High Wycombe","England, UK",₹16.07L/Yr
649, UK,"St Mary's University Twickenham, London","England, UK",₹15.93L/Yr
650, UK,"Bath Spa University, Bath","England, UK",₹15.92L/Yr
651, UK,"Adam Smith Business School, University of Glasgow, Glasgow","Scotland, UK",₹28.59L/Yr
652, UK,"Dundee Business School, Dundee","Scotland, UK",₹22.31L/Yr
653, UK,"Brighton and Sussex Medical School, Brighton","England, UK",₹9.68L/Yr
654, UK,"Royal Central School of Speech & Drama, London","England, UK",₹21.12L/Yr
655, UK,"Falmouth College of Arts, Falmouth","England, UK",₹18.87L/Yr
656, UK,"Glasgow School of Art, Glasgow","Scotland, UK",₹26.58L/Yr
657, UK,"Ravensbourne University London, London","England, UK",₹17.48L/Yr
658, UK,"Royal Academy of Music, London","England, UK",₹27.85L/Yr
659, UK,"Royal College of Art, London","England, UK",₹37.94L/Yr
660, UK,"Royal College of Music, London","England, UK",₹29.04L/Yr
661, UK,"GCU London, London","England, UK",₹17.76L/Yr
662, UK,"Glasgow School for Business and Society, Glasgow","Scotland, UK",₹17.42L/Yr
663, UK,"College of Health and Social Care, University of Derby, Derby","England, UK",₹11.44L/Yr
664, UK,"Henley Business School, Henley-on-Thames","England, UK",₹18.38L/Yr
665, UK,"INTO University of Exeter, Exeter","England, UK",₹26.32L/Yr
666, UK,"Lancaster University - Management School, Lancaster","England, UK",₹23.51L/Yr
667, UK,"Loughborough University London, London","England, UK",₹30.43L/Yr
668, UK,"Newcastle University Business School, Newcastle upon Tyne","England, UK",₹27.18L/Yr
669, UK,"University of Derby Arts, Humanities and Education College, Derby","England, UK",₹16.29L/Yr
670, UK,"University of London, London","England, UK",₹21.69L/Yr
671, UK,"Alliance Manchester Business School, Manchester","England, UK",₹29.56L/Yr
672, UK,"Cranfield School of Management, Bedford","England, UK",₹26.89L/Yr
673, UK,"Nottingham University Business School, Nottingham","England, UK",₹35.78L/Yr
674, UK,"Regent's University London, London","England, UK",₹27.38L/Yr
675, UK,"University College Birmingham, Birmingham","England, UK",₹15.09L/Yr
676, UK,"University of Bolton, Bolton","England, UK",₹14.76L/Yr
677, UK,"University of Buckingham, Buckingham","England, UK",₹20.39L/Yr
678, UK,"Warwick Business School, Coventry","England, UK",₹35.65L/Yr
679, UK,"Said Business School, Oxford","England, UK",₹54.89L/Yr
680, UK,"Cambridge Judge Business School, Cambridge","England, UK",₹62.74L/Yr
681, UK,"Imperial College Business School, London","England, UK",₹40.96L/Yr
682, UK,"Durham University Business School, Durham","England, UK",₹36.85L/Yr
683, UK,"Cass Business School, London","England, UK",₹26.62L/Yr
684, UK,"Leeds University Business School, Leeds","England, UK",₹29.86L/Yr
685, UK,"School of Management, University of Bath, Bath","England, UK",₹31.07L/Yr
686, UK,"Strathclyde Business School, Glasgow","Scotland, UK",₹27.5L/Yr
687, UK,"School of Business and Economics, Loughborough University, Loughborough","England, UK",₹16.2L/Yr
688, UK,"Surrey Business School, Guildford","England, UK",₹26.35L/Yr
689, UK,"Oxford Brookes Business School, Oxford","England, UK",₹20.63L/Yr
690, UK,"Sheffield University Management School, Sheffield","England, UK",₹26.43L/Yr
691, UK,"Middlesex University Business School, London","England, UK",₹20.31L/Yr
692, UK,"Brunel Business School, London","England, UK",₹24.58L/Yr
693, UK,"University of Exeter Business School, Exeter","England, UK",₹26.15L/Yr
694, UK,"Aston Business School, Birmingham","England, UK",₹23.71L/Yr
695, UK,"University of Liverpool Management School, Liverpool","England, UK",₹23.76L/Yr
696, UK,"School of Management, University of Bradford, Bradford","England, UK",₹20.39L/Yr
697, UK,"Southampton Business School, Southampton","England, UK",₹27.67L/Yr
698, UK,"London School Of Business And Finance, London","England, UK",₹6.16L/Yr
699, UK,"Amity University [IN], London","England, UK",₹16.89L/Yr
700, UK,"London Met University Online, London","England, UK",₹5.1L/Yr
701, UK,"London Institute of Banking and Finance, London","England, UK",₹2.34L/Yr
702, UK,"The University Of Law, Guildford","England, UK",₹16.26L/Yr
703, USA,"Stanford University, Stanford","California, USA",₹41.02L/Yr
704, USA,"Massachusetts Institute of Technology, Cambridge","Massachusetts, USA",₹56.04L/Yr
705, USA,"Harvard University, Cambridge","Massachusetts, USA",₹47.65L/Yr
706, USA,"Princeton University, Princeton","New Jersey, USA",₹56.03L/Yr
707, USA,"California Institute of Technology, Pasadena","California, USA",₹51.77L/Yr
708, USA,"University of California, Berkeley","California, USA",₹33.9L/Yr
709, USA,"Yale University, New Haven","Connecticut, USA",₹51.11L/Yr
710, USA,"University of Chicago, Chicago","Illinois, USA",₹58.19L/Yr
711, USA,"Johns Hopkins University, Baltimore","Maryland, USA",₹59.96L/Yr
712, USA,"University of Pennsylvania, Philadelphia","Pennsylvania, USA",₹50.7L/Yr
713, USA,"Columbia University, New York City","New York, USA",₹41.73L/Yr
714, USA,"University of California, Los Angeles","California, USA",₹43.11L/Yr
715, USA,"Cornell University, Ithaca","New York, USA",₹46.16L/Yr
716, USA,"University of Michigan, Ann Arbor","Michigan, USA",₹47.92L/Yr
717, USA,"Carnegie Mellon University, Pittsburgh","Pennsylvania, USA",₹48.99L/Yr
718, USA,"University of Washington, Seattle","Washington, USA",₹32.21L/Yr
719, USA,"Duke University, Durham","North Carolina, USA",₹53.96L/Yr
720, USA,"New York University, New York City","New York, USA",₹52.97L/Yr
721, USA,"Northwestern University, Evanston","Illinois, USA",₹46.61L/Yr
722, USA,"University of California, San Diego","California, USA",₹34.51L/Yr
723, USA,"Georgia Institute of Technology, Atlanta","Georgia, USA",₹33.56L/Yr
724, USA,"University of Illinois, Urbana","Illinois, USA",₹36.66L/Yr
725, USA,"University of Texas, Austin","Texas, USA",₹34.07L/Yr
726, USA,"University of California, Davis","California, USA",₹44.27L/Yr
727, USA,"University of Wisconsin, Madison","Wisconsin, USA",₹27.48L/Yr
728, USA,"Brown University, Providence","Rhode Island, USA",₹58.24L/Yr
729, USA,"Washington University, St. Louis","Missouri, USA",₹48.74L/Yr
730, USA,"University of California, Santa Barbara","California, USA",₹37.67L/Yr
731, USA,"University of North Carolina, Chapel Hill","North Carolina, USA",₹39.48L/Yr
732, USA,"University of Southern California, Los Angeles","California, USA",₹24.89L/Yr
733, USA,"Boston University, Boston","Massachusetts, USA",₹57.76L/Yr
734, USA,"University of Minnesota - Twin Cities, Minneapolis","Minnesota, USA",₹34.3L/Yr
735, USA,"Purdue University, West Lafayette","Indiana, USA",₹24.14L/Yr
736, USA,"University of California, Irvine","California, USA",₹35.22L/Yr
737, USA,"Vanderbilt University, Nashville","Tennessee, USA",₹57.09L/Yr
738, USA,"Ohio State University, Columbus","Ohio, USA",₹53.09L/Yr
739, USA,"Emory University, Atlanta","Georgia, USA",₹54.09L/Yr
740, USA,"University of Maryland, College Park","Maryland, USA",₹28.15L/Yr
741, USA,"Michigan State University, East Lansing","Michigan, USA",₹33.32L/Yr
742, USA,"Texas A&M University, College Station","Texas, USA",₹32.23L/Yr
743, USA,"Rice University, Houston","Texas, USA",₹46.91L/Yr
744, USA,"Pennsylvania State University, State College","Pennsylvania, USA",₹35.22L/Yr
745, USA,"University of Massachusetts, Amherst","Massachusetts, USA",₹22.87L/Yr
746, USA,"University of Florida, Gainesville","Florida, USA",₹24.9L/Yr
747, USA,"University of Rochester, Rochester","New York, USA",₹52.95L/Yr
748, USA,"University of Colorado, Boulder","Colorado, USA",₹35.87L/Yr
749, USA,"University of Pittsburgh, Pittsburgh","Pennsylvania, USA",₹32.2L/Yr
750, USA,"University of Arizona, Tucson","Arizona, USA",₹36.83L/Yr
751, USA,"Dartmouth College, Hanover","New Hampshire, USA",₹57.31L/Yr
752, USA,"Case Western Reserve University, Cleveland","Ohio, USA",₹35.52L/Yr
753, USA,"University of Virginia, Charlottesville","Virginia, USA",₹43.32L/Yr
754, USA,"Arizona State University, Tempe","Arizona, USA",₹36.99L/Yr
755, USA,"Georgetown University, Washington","District Of Columbia, USA",₹55.23L/Yr
756, USA,"Tufts University, Medford","Massachusetts, USA",₹54.7L/Yr
757, USA,"Indiana University, Bloomington","Indiana, USA",₹33.27L/Yr
758, USA,"University of Notre Dame, Notre Dame","Indiana, USA",₹52.82L/Yr
759, USA,"Northeastern University, Boston","Massachusetts, USA",₹45.16L/Yr
760, USA,"University of Illinois, Chicago","Illinois, USA",₹22.74L/Yr
761, USA,"University of Miami, Coral Gables","Florida, USA",₹46.98L/Yr
762, USA,"University of Iowa, Iowa City","Iowa, USA",₹24.36L/Yr
763, USA,"Rutgers University - New Jersey, New Brunswick","New Jersey, USA",₹31.76L/Yr
764, USA,"University of Utah, Salt Lake City","Utah, USA",₹28.12L/Yr
765, USA,"University of California, Santa Cruz","California, USA",₹41.54L/Yr
766, USA,"George Washington University, Washington","District Of Columbia, USA",₹50.3L/Yr
767, USA,"Boston College, Chestnut Hill","Massachusetts, USA",₹43.04L/Yr
768, USA,"North Carolina State University, Raleigh","North Carolina, USA",₹37.98L/Yr
769, USA,"University of California, Riverside","California, USA",₹36.14L/Yr
770, USA,"Stony Brook University, Stony Brook","New York, USA",₹22.19L/Yr
771, USA,"Florida State University, Tallahassee","Florida, USA",₹22.25L/Yr
772, USA,"University of South Florida, Tampa","Florida, USA",₹14.55L/Yr
773, USA,"Brandeis University, Waltham","Massachusetts, USA",₹42.67L/Yr
774, USA,"University at Buffalo, Buffalo","New York, USA",₹22.53L/Yr
775, USA,"University of Tennessee, Knoxville","Tennessee, USA",₹13.33L/Yr
776, USA,"Drexel University, Philadelphia","Pennsylvania, USA",₹37.17L/Yr
777, USA,"Oregon Health & Science University, Portland","Oregon, USA",₹21.35L/Yr
778, USA,"Washington State University, Pullman","Washington, USA",₹37.03L/Yr
779, USA,"Iowa State University, Ames","Iowa, USA",₹24.12L/Yr
780, USA,"University of Georgia, Athens","Georgia, USA",₹22.43L/Yr
781, USA,"Illinois Institute of Technology, Chicago","Illinois, USA",₹45.18L/Yr
782, USA,"University of Colorado, Denver","Colorado, USA",₹21.26L/Yr
783, USA,"University of Kansas, Lawrence","Kansas, USA",₹21.13L/Yr
784, USA,"Temple University, Philadelphia","Pennsylvania, USA",₹31.27L/Yr
785, USA,"University of Texas Dallas, Richardson","Texas, USA",₹36.1L/Yr
786, USA,"University of Connecticut, Storrs","Connecticut, USA",₹36.33L/Yr
787, USA,"Georgia State University, Atlanta","Georgia, USA",₹30.9L/Yr
788, USA,"University of South Carolina, Columbia","South Carolina, USA",₹21.62L/Yr
789, USA,"University of Oregon, Eugene","Oregon, USA",₹35.16L/Yr
790, USA,"George Mason University, Fairfax","Virginia, USA",₹36.64L/Yr
791, USA,"Colorado State University, Fort Collins","Colorado, USA",₹28.3L/Yr
792, USA,"Stevens Institute of Technology, Hoboken","New Jersey, USA",₹42.48L/Yr
793, USA,"University of Kentucky, Lexington","Kentucky, USA",₹30.83L/Yr
794, USA,"University of Nebraska, Lincoln","Nebraska, USA",₹21.52L/Yr
795, USA,"University of California, Merced","California, USA",₹39.51L/Yr
796, USA,"Florida International University, Miami","Florida, USA",₹16.59L/Yr
797, USA,"University of Delaware, Newark","Delaware, USA",₹19.39L/Yr
798, USA,"New Jersey Institute of Technology, Newark","New Jersey, USA",₹31.89L/Yr
799, USA,"Lincoln University, Philadelphia","Pennsylvania, USA",₹17.43L/Yr
800, USA,"University of Central Florida, Orlando","Florida, USA",₹24.11L/Yr
801, USA,"Missouri University of Science and Technology, Rolla","Missouri, USA",₹25.72L/Yr
802, USA,"Saint Louis University, Saint Louis","Missouri, USA",₹38.52L/Yr
803, USA,"Syracuse University, Syracuse","New York, USA",₹49.89L/Yr
804, USA,"Rensselaer Polytechnic Institute, Troy","New York, USA",₹52.19L/Yr
805, USA,"University of Alaska, Fairbanks","Alaska, USA",₹22.82L/Yr
806, USA,"University of Tulsa, Tulsa","Oklahoma, USA",₹41.57L/Yr
807, USA,"University of Texas, Arlington","Texas, USA",₹24.06L/Yr
808, USA,"Ohio University, Athens","Ohio, USA",₹23.6L/Yr
809, USA,"University of Maryland Baltimore County, Baltimore","Maryland, USA",₹24.53L/Yr
810, USA,"Binghamton University, Binghamton","New York, USA",₹21.77L/Yr
811, USA,"University of North Carolina, Charlotte","North Carolina, USA",₹19.97L/Yr
812, USA,"Northern Illinois University, DeKalb","Illinois, USA",₹15.44L/Yr
813, USA,"University of Arkansas, Fayetteville","Arkansas, USA",₹25.54L/Yr
814, USA,"University of Nevada, Las Vegas","Nevada, USA",₹25.19L/Yr
815, USA,"Texas Tech University, Lubbock","Texas, USA",₹21.74L/Yr
816, USA,"Mississippi State University, Mississippi State","Mississippi, USA",₹22.11L/Yr
817, USA,"Oklahoma State University, Stillwater","Oklahoma, USA",₹37.01L/Yr
818, USA,"University of Alabama, Tuscaloosa","Alabama, USA",₹26.95L/Yr
819, USA,"American University, Washington","District Of Columbia, USA",₹48.68L/Yr
820, USA,"College of William & Mary, Williamsburg","Virginia, USA",₹32.76L/Yr
821, USA,"University of Texas, El Paso","Texas, USA",₹32.64L/Yr
822, USA,"New Mexico State University, Las Cruces","New Mexico, USA",₹22.28L/Yr
823, USA,"Montana State University, Bozeman","Montana, USA",₹28.39L/Yr
824, USA,"The New School, New York City","New York, USA",₹39.98L/Yr
825, USA,"Bowling Green State University, Bowling Green","Ohio, USA",₹10.09L/Yr
826, USA,"Rowan University, Glassboro","New Jersey, USA",₹20.28L/Yr
827, USA,"Western Michigan University, Kalamazoo","Michigan, USA",₹18.84L/Yr
828, USA,"Northwest University, Kirkland","Washington, USA",₹30.19L/Yr
829, USA,"Central Michigan University, Mount Pleasant","Michigan, USA",₹19.14L/Yr
830, USA,"Oakland University, Rochester","Michigan, USA",₹19.09L/Yr
831, USA,"Texas State University, San Marcos","Texas, USA",₹19.86L/Yr
832, USA,"Florida Agricultural & Mechanical University, Tallahassee","Florida, USA",₹15.42L/Yr
833, USA,"University of South Dakota, Vermillion","South Dakota, USA",₹16.12L/Yr
834, USA,"Morgan State University, Baltimore","Maryland, USA",₹20.64L/Yr
835, USA,"University of Texas - Rio Grande Valley, Edinburg","Texas, USA",₹26.09L/Yr
836, USA,"Georgia Southern University, Statesboro","Georgia, USA",₹21.71L/Yr
837, USA,"College of Charleston, Charleston","South Carolina, USA",₹27.72L/Yr
838, USA,"Adelphi University, Garden City","New York, USA",₹37.41L/Yr
839, USA,"Sofia University, Palo Alto","California, USA",₹21.66L/Yr
840, USA,"Virginia Tech, Blacksburg","Virginia, USA",₹38.31L/Yr
841, USA,"Yeshiva University, New York City","New York, USA",₹38.84L/Yr
842, USA,"University of Hawaii at Manoa, Honolulu","Hawaii, USA",₹13.92L/Yr
843, USA,"Colorado State University, Pueblo","Colorado, USA",₹19.54L/Yr
844, USA,"Colorado School of Mines, Golden","Colorado, USA",₹38.16L/Yr
845, USA,"Oregon State University, Corvallis","Oregon, USA",₹29.44L/Yr
846, USA,"Lehigh University, Bethlehem","Pennsylvania, USA",₹43.99L/Yr
847, USA,"University of Missouri, Columbia","Missouri, USA",₹24.31L/Yr
848, USA,"Tulane University, New Orleans","Louisiana, USA",₹45.06L/Yr
849, USA,"University of New Mexico, Albuquerque","New Mexico, USA",₹25.97L/Yr
850, USA,"University of Houston, Houston","Texas, USA",₹24.77L/Yr
851, USA,"University of Oklahoma, Norman","Oklahoma, USA",₹24.68L/Yr
852, USA,"University of Cincinnati, Cincinnati","Ohio, USA",₹26.14L/Yr
853, USA,"Wake Forest University, Winston-Salem","North Carolina, USA",₹56.69L/Yr
854, USA,"Swarthmore College, Swarthmore","Pennsylvania, USA",₹51.56L/Yr
855, USA,"Wayne State University, Detroit","Michigan, USA",₹35.59L/Yr
856, USA,"Virginia Commonwealth University, Richmond","Virginia, USA",₹30.3L/Yr
857, USA,"University at Albany, Albany","New York, USA",₹25.13L/Yr
858, USA,"Clarkson University, Potsdam","New York, USA",₹47.64L/Yr
859, USA,"Auburn University, Auburn","Alabama, USA",₹27.7L/Yr
860, USA,"Louisiana State University, Baton Rouge","Louisiana, USA",₹24.92L/Yr
861, USA,"University of Massachusetts, Boston","Massachusetts, USA",₹31.91L/Yr
862, USA,"Clark University, Worcester","Massachusetts, USA",₹33.9L/Yr
863, USA,"Clemson University, Clemson","South Carolina, USA",₹21.38L/Yr
864, USA,"Michigan Technological University, Houghton","Michigan, USA",₹31.44L/Yr
865, USA,"Kansas State University, Manhattan","Kansas, USA",₹20.16L/Yr
866, USA,"Wesleyan University, Middletown","Connecticut, USA",₹57.72L/Yr
867, USA,"Worcester Polytechnic Institute, Worcester","Massachusetts, USA",₹34.73L/Yr
868, USA,"University of Alabama, Birmingham","Alabama, USA",₹28.62L/Yr
869, USA,"University of Vermont, Burlington","Vermont, USA",₹38.59L/Yr
870, USA,"Loyola University, Chicago","Illinois, USA",₹39.61L/Yr
871, USA,"University of Denver, Denver","Colorado, USA",₹51.47L/Yr
872, USA,"West Virginia University, Morgantown","West Virginia, USA",₹22.66L/Yr
873, USA,"Indiana University - Purdue University Indianapolis, Indianapolis","Indiana, USA",₹37.94L/Yr
874, USA,"Fordham University, Bronx","New York, USA",₹50.01L/Yr
875, USA,"University of New Hampshire, Durham","New Hampshire, USA",₹26.18L/Yr
876, USA,"Southern Methodist University, Dallas","Texas, USA",₹40.81L/Yr
877, USA,"University of North Texas, Denton","Texas, USA",₹34.75L/Yr
878, USA,"Northern Arizona University, Flagstaff","Arizona, USA",₹28.56L/Yr
879, USA,"University of Missouri, Kansas City","Missouri, USA",₹34.13L/Yr
880, USA,"Kent State University, Kent","Ohio, USA",₹21.99L/Yr
881, USA,"University of Rhode Island, Kingston","Rhode Island, USA",₹28.78L/Yr
882, USA,"University of Wyoming, Laramie","Wyoming, USA",₹18.33L/Yr
883, USA,"Utah State University, Logan","Utah, USA",₹10.17L/Yr
884, USA,"University of Wisconsin, Milwaukee","Wisconsin, USA",₹29.66L/Yr
885, USA,"University of Idaho, Moscow","Idaho, USA",₹24.77L/Yr
886, USA,"University of Mississippi, University","Mississippi, USA",₹29.76L/Yr
887, USA,"Brigham Young University, Provo","Utah, USA",₹12.7L/Yr
888, USA,"Rochester Institute of Technology, Rochester","New York, USA",₹47.95L/Yr
889, USA,"University of Texas, San Antonio","Texas, USA",₹14.7L/Yr
890, USA,"San Diego State University, San Diego","California, USA",₹18.1L/Yr
891, USA,"University of San Francisco, San Francisco","California, USA",₹37.56L/Yr
892, USA,"University of Toledo, Toledo","Ohio, USA",₹20.66L/Yr
893, USA,"Baylor University, Waco","Texas, USA",₹47.32L/Yr
894, USA,"Howard University, Washington","District Of Columbia, USA",₹30.1L/Yr
895, USA,"Florida Atlantic University, Boca Raton","Florida, USA",₹21.45L/Yr
896, USA,"Cleveland State University, Cleveland","Ohio, USA",₹14.1L/Yr
897, USA,"University of Central Oklahoma, Edmond","Oklahoma, USA",₹13.85L/Yr
898, USA,"Nova Southeastern University, Fort Lauderdale","Florida, USA",₹32.3L/Yr
899, USA,"University of North Carolina, Greensboro","North Carolina, USA",₹31.78L/Yr
900, USA,"Pacific University, Forest Grove","Oregon, USA",₹43.69L/Yr
901, USA,"University of Memphis, Memphis","Tennessee, USA",₹22.85L/Yr
902, USA,"Miami University, Oxford","Ohio, USA",₹31.64L/Yr
903, USA,"Marquette University, Milwaukee","Wisconsin, USA",₹34.46L/Yr
904, USA,"University of Montana, Missoula","Montana, USA",₹21.96L/Yr
905, USA,"University of South Alabama, Mobile","Alabama, USA",₹20.69L/Yr
906, USA,"The City College of New York, New York City","New York, USA",₹21.7L/Yr
907, USA,"Portland State University, Portland","Oregon, USA",₹29.21L/Yr
908, USA,"University of San Diego, San Diego","California, USA",₹49.88L/Yr
909, USA,"San Francisco State University, San Francisco","California, USA",₹7.37L/Yr
910, USA,"Seattle University, Seattle","Washington, USA",₹39.75L/Yr
911, USA,"University of Missouri, St. Louis","Missouri, USA",₹35.83L/Yr
912, USA,"Humboldt State University, Arcata","California, USA",₹9.39L/Yr
913, USA,"Western Washington University, Bellingham","Washington, USA",₹20.25L/Yr
914, USA,"California State University, Los Angeles","California, USA",₹14.15L/Yr
915, USA,"Illinois State University, Normal","Illinois, USA",₹21.23L/Yr
916, USA,"Santa Clara University, Santa Clara","California, USA",₹41.65L/Yr
917, USA,"Villanova University, Villanova","Pennsylvania, USA",₹44.27L/Yr
918, USA,"Pepperdine University, Malibu","California, USA",₹54.21L/Yr
919, USA,"Loyola Marymount University, Los Angeles","California, USA",₹40.61L/Yr
920, USA,"Gonzaga University, Spokane","Washington, USA",₹40.79L/Yr
921, USA,"Texas Christian University, Fort Worth","Texas, USA",₹36.53L/Yr
922, USA,"California State University, Long Beach","California, USA",₹8.6L/Yr
923, USA,"Fairfield University, Fairfield","Connecticut, USA",₹44.7L/Yr
924, USA,"James Madison University, Harrisonburg","Virginia, USA",₹28.06L/Yr
925, USA,"Creighton University, Omaha","Nebraska, USA",₹37.58L/Yr
926, USA,"University of Dayton, Dayton","Ohio, USA",₹36.5L/Yr
927, USA,"California State University, Fullerton","California, USA",₹8.69L/Yr
928, USA,"Chapman University, Orange","California, USA",₹52.32L/Yr
929, USA,"Thomas Jefferson University, Philadelphia","Pennsylvania, USA",₹36.01L/Yr
930, USA,"Simmons University, Boston","Massachusetts, USA",₹34.31L/Yr
931, USA,"DePaul University, Chicago","Illinois, USA",₹31.56L/Yr
932, USA,"Duquesne University, Pittsburgh","Pennsylvania, USA",₹37.73L/Yr
933, USA,"Seton Hall University, South Orange","New Jersey, USA",₹37.98L/Yr
934, USA,"Stockton University, Galloway","New Jersey, USA",₹22.25L/Yr
935, USA,"UMass Lowell, Lowell","Massachusetts, USA",₹29.69L/Yr
936, USA,"Montclair State University, Montclair","New Jersey, USA",₹24.16L/Yr
937, USA,"St. John's University, Jamaica","New York, USA",₹34.59L/Yr
938, USA,"Quinnipiac University, Hamden","Connecticut, USA",₹43.06L/Yr
939, USA,"University of La Verne, La Verne","California, USA",₹33.82L/Yr
940, USA,"Mercer University, Macon","Georgia, USA",₹29.3L/Yr
941, USA,"California State University, San Bernardino","California, USA",₹9.77L/Yr
942, USA,"Drake University, Des Moines","Iowa, USA",₹35.51L/Yr
943, USA,"Samford University, Birmingham","Alabama, USA",₹30.89L/Yr
944, USA,"University of Detroit Mercy, Detroit","Michigan, USA",₹41.03L/Yr
945, USA,"California State University, Fresno","California, USA",₹5.4L/Yr
946, USA,"Hofstra University, Hempstead","New York, USA",₹36.59L/Yr
947, USA,"Bradley University, Peoria","Illinois, USA",₹38.07L/Yr
948, USA,"East Carolina University, Greenville","North Carolina, USA",₹8.73L/Yr
949, USA,"University of Louisville, Louisville","Kentucky, USA",₹24.08L/Yr
950, USA,"University of Nevada, Reno","Nevada, USA",₹22.76L/Yr
951, USA,"Robert Morris University - Illinois, Chicago","Illinois, USA",₹27.06L/Yr
952, USA,"Xavier University, Cincinnati","Ohio, USA",₹34.26L/Yr
953, USA,"La Salle University, Philadelphia","Pennsylvania, USA",₹28.51L/Yr
954, USA,"Valparaiso University, Valparaiso","Indiana, USA",₹34.08L/Yr
955, USA,"University of North Carolina, Wilmington","North Carolina, USA",₹19.73L/Yr
956, USA,"Sacred Heart University, Fairfield","Connecticut, USA",₹39.96L/Yr
957, USA,"University of Massachusetts, North Dartmouth","Massachusetts, USA",₹33.46L/Yr
958, USA,"Chatham University, Pittsburgh","Pennsylvania, USA",₹36.58L/Yr
959, USA,"West Chester University, West Chester","Pennsylvania, USA",₹16.98L/Yr
960, USA,"Ball State University, Muncie","Indiana, USA",₹21.58L/Yr
961, USA,"Springfield College, Springfield","Massachusetts, USA",₹33.4L/Yr
962, USA,"Widener University, Chester","Pennsylvania, USA",₹36.24L/Yr
963, USA,"Western Carolina University, Cullowhee","North Carolina, USA",₹11.05L/Yr
964, USA,"University of Alabama, Huntsville","Alabama, USA",₹32.22L/Yr
965, USA,"Grand Valley State University, Allendale","Michigan, USA",₹16.21L/Yr
966, USA,"Azusa Pacific University, Azusa","California, USA",₹42.43L/Yr
967, USA,"University of North Dakota, Grand Forks","North Dakota, USA",₹9.93L/Yr
968, USA,"University of North Florida, Jacksonville","Florida, USA",₹32.83L/Yr
969, USA,"Biola University, La Mirada","California, USA",₹35.78L/Yr
970, USA,"Belmont University, Nashville","Tennessee, USA",₹45.48L/Yr
971, USA,"Lipscomb University, Nashville","Tennessee, USA",₹32.27L/Yr
972, USA,"Bethel University, Saint Paul","Minnesota, USA",₹34.58L/Yr
973, USA,"Western New England University, Springfield","Massachusetts, USA",₹35.16L/Yr
974, USA,"Gallaudet University, Washington","District Of Columbia, USA",₹10.75L/Yr
975, USA,"Suffolk University, Boston","Massachusetts, USA",₹36.01L/Yr
976, USA,"Tennessee Technological University, Cookeville","Tennessee, USA",₹15.59L/Yr
977, USA,"North Dakota State University, Fargo","North Dakota, USA",₹20.19L/Yr
978, USA,"Sam Houston State University, Huntsville","Texas, USA",₹16.28L/Yr
979, USA,"University of Wisconsin, La Crosse","Wisconsin, USA",₹31.74L/Yr
980, USA,"Pace University, New York City","New York, USA",₹40L/Yr
981, USA,"University of Maine, Orono","Maine, USA",₹28.44L/Yr
982, USA,"Maryville University, St. Louis","Missouri, USA",₹20.77L/Yr
983, USA,"Regis University, Denver","Colorado, USA",₹34.96L/Yr
984, USA,"Gannon University, Erie","Pennsylvania, USA",₹28.72L/Yr
985, USA,"Loyola University, New Orleans","Louisiana, USA",₹42.54L/Yr
986, USA,"Winston Salem State University, Winston-Salem","North Carolina, USA",₹16.4L/Yr
987, USA,"Lincoln Memorial University, Harrogate","Tennessee, USA",₹20.12L/Yr
988, USA,"Florida Institute of Technology, Melbourne","Florida, USA",₹35.67L/Yr
989, USA,"Seattle Pacific University, Seattle","Washington, USA",₹29.52L/Yr
990, USA,"Wilkes University, Wilkes-Barre","Pennsylvania, USA",₹33.4L/Yr
991, USA,"Southern Illinois University, Carbondale","Illinois, USA",₹21.38L/Yr
992, USA,"North Carolina Agricultural & Technical State University, Greensboro","North Carolina, USA",₹27.36L/Yr
993, USA,"Hampton University, Hampton","Virginia, USA",₹43.58L/Yr
994, USA,"California State University - East Bay, Hayward","California, USA",₹13.48L/Yr
995, USA,"University of St Francis, Joliet","Illinois, USA",₹28.09L/Yr
996, USA,"Bellarmine University, Louisville","Kentucky, USA",₹35.34L/Yr
997, USA,"Old Dominion University, Norfolk","Virginia, USA",₹26.68L/Yr
998, USA,"Oklahoma City University, Oklahoma City","Oklahoma, USA",₹27.97L/Yr
999, USA,"South Dakota State University, Brookings","South Dakota, USA",₹11.71L/Yr
1000, USA,"University of Incarnate Word, San Antonio","Texas, USA",₹27.98L/Yr
1001, USA,"Saint Mary's University of Minnesota, Winona","Minnesota, USA",₹31.21L/Yr
1002, USA,"Aurora University, Aurora","Illinois, USA",₹21.59L/Yr
1003, USA,"Ferris State University, Big Rapids","Michigan, USA",₹18.73L/Yr
1004, USA,"Florida Gulf Coast University, Fort Myers","Florida, USA",₹20.59L/Yr
1005, USA,"University of Hartford, West Hartford","Connecticut, USA",₹39.47L/Yr
1006, USA,"University of Houston - Clear Lake, Houston","Texas, USA",₹18.73L/Yr
1007, USA,"University of Indianapolis, Indianapolis","Indiana, USA",₹26.26L/Yr
1008, USA,"Concordia University - Wisconsin, Mequon","Wisconsin, USA",₹27.28L/Yr
1009, USA,"Middle Tennessee State University, Murfreesboro","Tennessee, USA",₹25.26L/Yr
1010, USA,"University of Nebraska Omaha, Omaha","Nebraska, USA",₹21.37L/Yr
1011, USA,"Radford University, Radford","Virginia, USA",₹21.47L/Yr
